Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Gls_Per_Match,Ast_Per_Match
1338,Max Kilman,eng ENG,DF,Wolves,eng Premier League,26.0,1997.0,38,38,3420,38.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22.0,117.0,5.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,0.05263157894736842,0.0
1339,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,28.0,1995.0,28,27,2176,24.2,1,6,7,1,0,0,1,1,1.1,1.1,7.1,8.3,56.0,229.0,114.0,0.04,0.25,0.29,0.04,0.29,0.05,0.3,0.34,0.05,0.34,0.03571428571428571,0.21428571428571427
1340,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23.0,2000.0,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4.0,55.0,16.0,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,0.05,0.15
1341,Simon Kjær,dk DEN,DF,Milan,it Serie A,34.0,1989.0,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,0.0,0.05
1343,Christoph Klarer,at AUT,DF,Darmstadt 98,de Bundesliga,23.0,2000.0,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9.0,64.0,11.0,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08,0.06666666666666667,0.06666666666666667
1344,Tim Kleindienst,de GER,FW,Heidenheim,de Bundesliga,27.0,1995.0,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,40.0,73.0,178.0,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49,0.36363636363636365,0.09090909090909091
1345,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27.0,1996.0,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14.0,90.0,13.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,0.04,0.0
1346,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,24.0,1999.0,32,26,1916,21.3,7,1,8,7,0,0,5,0,6.2,6.2,1.9,8.1,65.0,50.0,114.0,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,0.21875,0.03125
1347,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,21.0,2002.0,31,24,2109,23.4,7,2,9,7,0,0,7,1,5.7,5.7,2.3,8.0,77.0,57.0,164.0,0.3,0.09,0.38,0.3,0.38,0.24,0.1,0.34,0.24,0.34,0.22580645161290322,0.06451612903225806
1348,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,31.0,1992.0,24,20,1917,21.3,1,0,1,1,0,1,1,0,1.2,0.4,0.3,0.7,2.0,71.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.02,0.03,0.041666666666666664,0.0
1349,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25.0,1997.0,27,27,2365,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,27.0,1996.0,31,31,2738,30.4,2,0,2,2,0,0,10,0,3.1,3.1,0.2,3.3,14.0,116.0,3.0,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.11,0.1,0.11,0.06451612903225806,0.0
1351,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25.0,1998.0,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,29.0,1994.0,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19.0,99.0,26.0,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12,0.03225806451612903,0.0
1353,Koke,es ESP,MF,Atlético Madrid,es La Liga,31.0,1992.0,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,0.0,0.11428571428571428
1354,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30.0,1993.0,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32.0,94.0,30.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,0.03333333333333333,0.0
1355,Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,18.0,2004.0,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,0.06666666666666667,0.06666666666666667
1356,Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,24.0,1998.0,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,6.1,3.3,9.4,36.0,42.0,125.0,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66,0.23076923076923078,0.19230769230769232
1359,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19.0,2004.0,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22.0,37.0,86.0,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,0.05263157894736842,0.05263157894736842
1360,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24.0,1999.0,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,0.0,0.0
1361,Geoffrey Kondogbia,cf CTA,MF,Marseille,fr Ligue 1,30.0,1993.0,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,7.0,93.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,0.0,0.0
1363,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,18.0,2005.0,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,0.0,0.0
1366,Manu Koné,fr FRA,MF,Gladbach,de Bundesliga,22.0,2001.0,22,18,1561,17.3,1,0,1,1,0,0,4,1,1.2,1.2,1.2,2.4,42.0,70.0,56.0,0.06,0.0,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14,0.045454545454545456,0.0
1367,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25.0,1997.0,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3.0,37.0,136.0,33.0,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,0.02857142857142857,0.0
1368,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25.0,1998.0,34,29,2627,29.2,12,5,17,10,2,2,5,0,6.5,5.0,5.9,10.9,79.0,169.0,190.0,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,0.35294117647058826,0.14705882352941177
1369,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22.0,2001.0,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,48.0,141.0,23.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,0.045454545454545456,0.0
1370,Filip Kostić,rs SRB,DF,Juventus,it Serie A,30.0,1992.0,29,26,1815,20.2,0,4,4,0,0,0,2,0,0.7,0.7,5.4,6.1,64.0,88.0,95.0,0.0,0.2,0.2,0.0,0.2,0.03,0.27,0.3,0.03,0.3,0.0,0.13793103448275862
1371,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25.0,1997.0,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12.0,41.0,110.0,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,0.08695652173913043,0.043478260869565216
1372,Rominigue Kouamé,ml MLI,MF,Cádiz,es La Liga,26.0,1996.0,16,9,821,9.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.0,0.0
1373,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,25.0,1998.0,13,10,860,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,10.0,29.0,29.0,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18,0.0,0.15384615384615385
1376,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24.0,1998.0,35,32,2899,32.2,1,2,3,1,0,0,4,0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,0.02857142857142857,0.05714285714285714
1377,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26.0,1997.0,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4.0,58.0,3.0,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,0.0,0.08695652173913043
1379,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29.0,1994.0,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,0.03333333333333333,0.0
1380,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,27.0,1996.0,17,4,613,6.8,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,4.0,20.0,24.0,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25,0.058823529411764705,0.058823529411764705
1383,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28.0,1994.0,17,8,913,10.1,0,0,0,0,0,0,2,0,0.2,0.2,1.0,1.2,12.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,0.0,0.0
1384,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,25.0,1998.0,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,0.0,0.0
1385,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,32.0,1991.0,30,25,2199,24.4,15,6,21,10,5,5,4,0,11.1,7.1,7.3,14.5,71.0,119.0,175.0,0.61,0.25,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59,0.5,0.2
1388,Tom Krauß,de GER,MF,Mainz 05,de Bundesliga,22.0,2001.0,29,13,1346,15.0,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,12.0,68.0,29.0,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08,0.034482758620689655,0.06896551724137931
1389,Rasmus Kristensen,dk DEN,DF,Roma,it Serie A,26.0,1997.0,29,19,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.5,0.9,1.5,16.0,40.0,115.0,0.05,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08,0.034482758620689655,0.034482758620689655
1390,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,21.0,2002.0,26,23,2096,23.3,0,1,1,0,0,0,4,1,1.1,1.1,0.4,1.5,20.0,47.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06,0.0,0.038461538461538464
1391,Toni Kroos,de GER,MF,Real Madrid,es La Liga,33.0,1990.0,33,24,2124,23.6,1,8,9,1,0,0,3,0,1.6,1.6,4.9,6.5,32.0,290.0,29.0,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,0.030303030303030304,0.24242424242424243
1392,Nikola Krstović,me MNE,FW,Lecce,it Serie A,23.0,2000.0,35,30,2373,26.4,7,1,8,6,1,3,4,1,11.6,9.2,3.0,12.3,32.0,52.0,126.0,0.27,0.04,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46,0.2,0.02857142857142857
1393,Rade Krunić,ba BIH,MF,Milan,it Serie A,29.0,1993.0,10,8,687,7.6,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08,0.0,0.0
1394,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30.0,1992.0,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.6,0.6,0.3,0.9,13.0,70.0,32.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04,0.038461538461538464,0.0
1395,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,22.0,2001.0,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,3.5,6.4,9.9,136.0,89.0,231.0,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42,0.23333333333333334,0.13333333333333333
1397,Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,22.0,2000.0,33,27,2484,27.6,8,6,14,8,0,0,6,0,5.1,5.1,3.5,8.6,117.0,80.0,216.0,0.29,0.22,0.51,0.29,0.51,0.19,0.13,0.31,0.19,0.31,0.24242424242424243,0.18181818181818182
1399,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,eng Premier League,23.0,2000.0,36,31,2762,30.7,8,3,11,8,0,0,7,0,4.7,4.7,7.7,12.4,151.0,144.0,388.0,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4,0.2222222222222222,0.08333333333333333
1400,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18.0,2005.0,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,19.0,42.0,75.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,0.0,0.058823529411764705
1405,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,30.0,1993.0,30,24,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,0.06666666666666667,0.06666666666666667
1406,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22.0,2001.0,34,32,2737,30.4,11,6,17,11,0,0,8,0,11.1,11.1,6.8,17.9,184.0,89.0,266.0,0.36,0.2,0.56,0.36,0.56,0.37,0.23,0.59,0.36,0.59,0.3235294117647059,0.17647058823529413
1409,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27.0,1995.0,26,10,1026,11.4,2,1,3,1,1,1,1,0,4.9,4.1,1.2,5.3,12.0,30.0,85.0,0.18,0.09,0.26,0.09,0.18,0.43,0.11,0.54,0.36,0.47,0.07692307692307693,0.038461538461538464
1410,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,27.0,1996.0,28,20,1712,19.0,0,3,3,0,0,0,3,0,1.2,1.2,1.4,2.6,64.0,70.0,94.0,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14,0.0,0.10714285714285714
1411,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,25.0,1998.0,31,22,1956,21.7,1,4,5,1,0,0,4,1,2.5,2.5,1.4,3.9,58.0,93.0,88.0,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18,0.03225806451612903,0.12903225806451613
1412,Gaëtan Laborde,fr FRA,"FW,MF",Nice,fr Ligue 1,29.0,1994.0,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,6.1,1.8,7.9,33.0,46.0,161.0,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37,0.14705882352941177,0.058823529411764705
1413,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,32.0,1991.0,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22.0,61.0,144.0,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46,0.6551724137931034,0.06896551724137931
1414,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,23.0,2000.0,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.8,0.8,0.8,1.7,5.0,79.0,5.0,0.15,0.04,0.19,0.15,0.19,0.03,0.03,0.06,0.03,0.06,0.14285714285714285,0.03571428571428571
1415,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24.0,1999.0,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26.0,1996.0,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1.0,1.7,24.0,56.0,41.0,0.0,0.25,0.25,0.0,0.25,0.06,0.09,0.14,0.06,0.14,0.0,0.13043478260869565
1418,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26.0,1997.0,29,18,1772,19.7,0,3,3,0,0,0,3,0,1.0,1.0,3.9,4.9,62.0,127.0,98.0,0.0,0.15,0.15,0.0,0.15,0.05,0.2,0.25,0.05,0.25,0.0,0.10344827586206896
1419,Stefan Lainer,at AUT,"DF,MF",Gladbach,de Bundesliga,30.0,1992.0,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,15.0,37.0,31.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.11,0.02,0.11,0.0,0.06666666666666667
1420,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,31.0,1991.0,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45.0,200.0,98.0,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12,0.06060606060606061,0.09090909090909091
1421,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,35.0,1988.0,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9.0,39.0,55.0,0.0,0.11,0.11,0.0,0.11,0.09,0.18,0.27,0.09,0.27,0.0,0.04
1423,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,31.0,1992.0,13,5,463,5.1,2,0,2,2,0,0,3,0,1.0,1.0,1.0,2.0,11.0,17.0,28.0,0.39,0.0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38,0.15384615384615385,0.0
1424,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,fr Ligue 1,25.0,1998.0,22,16,1389,15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18.0,20.0,115.0,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.4,0.22727272727272727,0.045454545454545456
1425,Didier Lamkel Zé,cm CMR,"FW,MF",Metz,fr Ligue 1,26.0,1996.0,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15.0,19.0,23.0,0.16,0.0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,0.1111111111111111,0.0
1426,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,22.0,2000.0,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,39.0,17.0,64.0,0.0,0.3,0.3,0.0,0.3,0.04,0.12,0.16,0.04,0.16,0.0,0.15789473684210525
1427,Bruno Langa,mz MOZ,DF,Almería,es La Liga,25.0,1997.0,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,0.09090909090909091,0.0
1428,Gianluca Lapadula,pe PER,FW,Cagliari,it Serie A,33.0,1990.0,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8.0,4.0,63.0,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38,0.13043478260869565,0.043478260869565216
1430,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29.0,1993.0,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,5.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0
1431,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,28.0,1995.0,35,20,1823,20.3,3,2,5,3,0,0,8,0,9.0,9.0,1.4,10.4,20.0,13.0,103.0,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52,0.08571428571428572,0.05714285714285714
1432,Yasser Larouci,dz ALG,DF,Sheffield Utd,eng Premier League,22.0,2001.0,11,6,531,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,18.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,0.0,0.0
1433,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,19.0,2004.0,29,21,1886,21.0,2,1,3,2,0,0,1,0,1.3,1.3,1.4,2.7,26.0,68.0,42.0,0.1,0.05,0.14,0.1,0.14,0.06,0.07,0.13,0.06,0.13,0.06896551724137931,0.034482758620689655
1434,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29.0,1993.0,16,13,1080,12.0,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8.0,31.0,3.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,0.0625,0.0
1435,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,22.0,2001.0,32,15,1555,17.3,2,0,2,2,0,0,7,1,3.6,3.5,1.5,5.0,7.0,16.0,82.0,0.12,0.0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29,0.0625,0.0
1436,Toni Lato,es ESP,DF,Mallorca,es La Liga,25.0,1997.0,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30.0,39.0,110.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,0.0,0.03571428571428571
1437,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24.0,1998.0,37,35,2908,32.3,5,4,9,5,0,0,5,0,5.7,5.7,4.0,9.7,125.0,99.0,268.0,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.3,0.18,0.3,0.13513513513513514,0.10810810810810811
1440,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,27.0,1996.0,35,21,1994,22.2,0,4,4,0,0,0,3,0,1.7,1.7,2.9,4.7,53.0,94.0,106.0,0.0,0.18,0.18,0.0,0.18,0.08,0.13,0.21,0.08,0.21,0.0,0.11428571428571428
1441,Darko Lazović,rs SRB,"FW,MF",Hellas Verona,it Serie A,32.0,1990.0,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43.0,66.0,139.0,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3,0.09375,0.0625
1442,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29.0,1993.0,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,73.0,62.0,104.0,0.0,0.11,0.11,0.0,0.11,0.06,0.07,0.13,0.06,0.13,0.0,0.08333333333333333
1443,Théo Le Bris,fr FRA,"DF,MF",Lorient,fr Ligue 1,20.0,2002.0,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56.0,58.0,117.0,0.0,0.12,0.12,0.0,0.12,0.07,0.1,0.17,0.07,0.17,0.0,0.07692307692307693
1444,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,25.0,1997.0,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,0.0,0.0
1446,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25.0,1998.0,33,19,1618,18.0,4,0,4,4,0,0,3,0,6.2,6.2,1.0,7.2,48.0,21.0,130.0,0.22,0.0,0.22,0.22,0.22,0.34,0.06,0.4,0.34,0.4,0.12121212121212122,0.0
1447,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,23.0,2000.0,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45.0,124.0,58.0,0.0,0.06,0.06,0.0,0.06,0.03,0.11,0.14,0.03,0.14,0.0,0.04
1448,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,33.0,1989.0,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9.0,22.0,51.0,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,0.1111111111111111,0.1111111111111111
1449,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,26.0,1996.0,29,28,2469,27.4,2,0,2,2,0,0,13,0,1.0,1.0,0.1,1.2,21.0,106.0,1.0,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,0.06896551724137931,0.0
1451,Rafael Leão,pt POR,FW,Milan,it Serie A,24.0,1999.0,34,29,2512,27.9,9,9,18,9,0,0,5,0,10.0,10.0,9.1,19.1,160.0,117.0,293.0,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,0.2647058823529412,0.2647058823529412
1454,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32.0,1991.0,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,0.0,0.03333333333333333
1455,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30.0,1993.0,34,34,3048,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30.0,1993.0,29,29,2517,28.0,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51.0,193.0,43.0,0.14,0.0,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,0.13793103448275862,0.0
1457,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24.0,1999.0,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14.0,121.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,0.0,0.0
